case_id,age,gender,business_sector,business_age_yrs,num_applicants,cibil_score,num_active_loans,num_overdue_accounts,loan_ask_lakhs,annual_gst_turnover_lakhs,gst_seasonality_cv,revenue_lakhs,cogs_pct,net_profit_margin_pct,cash_profit_lakhs,total_assets_lakhs,total_debt_lakhs,net_worth_lakhs,debt_to_equity,current_ratio,debtors_days,creditors_days,avg_bank_balance_lakhs,total_credits_12m_lakhs,total_debits_12m_lakhs,num_cheque_bounces,num_emi_bounces,bank_credit_to_revenue,loan_to_revenue,loan_to_net_worth,abb_to_loan,cash_profit_to_loan,foir,risk_label,risk_label_3class
GC-LAP-09296,34,F,Food_Processing,3,2,693.0,0,0,158.6,213.0,0.1009,226.0,57.5,14.95,34.9,195.8,100.0,95.8,1.044,2.39,78.0,41,10.91,184.8,155.0,0.0,1,0.818,0.702,1.656,0.0688,0.22,0.654,Medium-Low,Low
GC-LAP-09297,35,M,Trading,12,2,791.0,2,0,145.7,81.2,0.1208,80.2,70.1,12.71,13.2,38.5,17.0,21.5,0.787,1.31,59.0,47,28.82,74.7,67.9,1.0,1,0.931,1.816,6.763,0.1978,0.09,2.504,Medium-Low,Low
GC-LAP-09298,36,M,Trading,8,2,738.0,2,0,253.8,553.3,0.2098,447.7,70.2,14.59,80.4,1076.1,120.9,955.2,0.127,1.77,56.0,61,44.34,350.9,300.3,1.0,1,0.784,0.567,0.266,0.1747,0.317,0.604,Medium-Low,Low
GC-LAP-09299,43,M,Trading,12,2,797.0,2,2,155.8,402.3,0.3117,391.5,43.2,25.88,113.7,308.5,190.6,118.0,1.615,2.37,71.0,47,15.66,369.3,255.0,3.0,0,0.943,0.398,1.321,0.1005,0.73,0.303,Medium-Low,Low
GC-LAP-09300,33,M,Textiles,6,3,724.0,1,0,62.5,157.0,0.0766,210.0,78.3,15.55,40.0,200.5,86.1,114.3,0.753,2.1,23.0,90,13.25,296.8,284.1,3.0,0,1.413,0.298,0.547,0.212,0.641,0.375,Medium-Low,Low
GC-LAP-09301,45,M,Construction,17,1,812.0,1,0,223.6,323.8,0.1356,308.3,54.4,25.49,88.4,463.1,178.8,284.3,0.629,1.93,108.0,48,24.31,336.2,326.9,1.0,0,1.09,0.725,0.786,0.1087,0.395,0.432,Low,Low
GC-LAP-09302,48,M,Textiles,15,2,806.0,4,1,75.5,112.6,0.0622,119.9,71.6,15.84,22.7,180.2,56.5,123.7,0.456,1.68,93.0,81,10.31,136.0,113.9,1.0,0,1.134,0.63,0.61,0.1366,0.3,1.539,Medium-Low,Low
GC-LAP-09303,46,M,Manufacturing,11,2,663.0,0,0,169.2,115.2,0.178,113.9,73.0,16.24,21.1,66.2,26.8,39.4,0.68,1.22,91.0,63,9.0,102.4,96.7,0.0,0,0.899,1.485,4.296,0.0532,0.124,1.157,Medium,Medium
GC-LAP-09304,27,M,Services,8,2,724.0,5,2,59.9,,0.1562,302.5,67.5,18.84,63.0,182.0,130.7,51.3,2.548,2.93,90.0,66,15.29,282.6,270.6,3.0,0,0.934,0.198,1.168,0.2553,1.051,0.613,Medium-High,High
GC-LAP-09305,49,M,Construction,14,2,676.0,3,1,44.3,256.7,0.5764,260.9,54.1,16.53,51.7,259.1,134.2,124.9,1.075,0.62,120.0,92,24.41,151.6,130.3,0.0,2,0.581,0.17,0.355,0.551,1.166,0.472,Medium,Medium
GC-LAP-09306,49,M,Textiles,11,3,711.0,1,1,101.8,852.9,0.0692,1043.2,55.6,23.43,298.7,1014.3,395.5,618.8,0.639,1.32,10.0,73,9.59,1308.9,1302.8,0.0,1,1.255,0.098,0.165,0.0942,2.934,0.069,Low,Low
GC-LAP-09307,48,M,Trading,11,2,819.0,1,0,325.8,300.7,0.1875,271.8,56.9,20.43,71.0,317.1,163.9,153.2,1.07,1.52,118.0,7,9.01,223.2,170.7,0.0,0,0.821,1.199,2.126,0.0277,0.218,0.745,Medium-Low,Low
GC-LAP-09308,44,M,Trading,15,1,681.0,0,1,65.9,218.0,0.3253,236.7,40.5,36.02,87.9,288.8,43.6,245.2,0.178,2.2,81.0,81,7.09,180.7,176.7,0.0,0,0.763,0.278,0.269,0.1076,1.333,0.108,Low,Low
GC-LAP-09309,43,M,Food_Processing,17,1,648.0,3,1,62.4,179.5,0.1843,133.9,59.2,10.88,16.0,140.4,60.3,80.1,0.753,1.56,127.0,62,19.7,179.9,142.9,3.0,0,1.344,0.466,0.779,0.3157,0.257,1.683,Medium-High,High
GC-LAP-09310,50,M,Manufacturing,3,3,652.0,1,1,78.3,362.0,0.3862,385.0,56.1,14.67,58.4,801.5,502.9,298.6,1.685,1.16,28.0,44,13.43,445.0,412.3,2.0,1,1.156,0.203,0.262,0.1715,0.746,0.296,Medium,Medium
GC-LAP-09311,57,M,Services,4,2,696.0,2,2,37.6,52.2,0.0843,57.5,57.0,21.18,13.5,63.8,34.2,29.6,1.156,0.95,74.0,20,22.05,53.9,41.0,0.0,0,0.938,0.653,1.27,0.5864,0.358,1.292,Low,Low
GC-LAP-09312,34,M,Services,6,1,900.0,4,0,265.7,324.3,0.1938,330.4,51.1,18.28,62.5,604.0,360.0,244.0,1.476,2.35,53.0,42,6.9,249.0,250.4,2.0,0,0.754,0.804,1.089,0.026,0.235,0.995,Medium-Low,Low
GC-LAP-09313,50,M,Manufacturing,2,2,808.0,2,0,369.4,1005.3,0.1211,1226.0,57.4,25.68,342.8,1014.2,515.2,499.0,1.033,2.6,71.0,64,3.68,1309.7,995.0,2.0,0,1.068,0.301,0.74,0.01,0.928,0.19,Low,Low
GC-LAP-09314,41,M,Trading,9,1,547.0,2,1,108.2,604.8,0.2074,598.7,73.3,14.38,101.2,572.5,141.2,431.3,0.327,1.86,69.0,68,12.51,690.7,619.8,0.0,0,1.154,0.181,0.251,0.1156,0.935,0.273,Medium-Low,Low
GC-LAP-09315,40,M,Construction,13,1,717.0,1,0,76.0,1307.2,0.2139,1475.4,68.9,20.02,379.7,1762.1,455.8,1306.3,0.349,1.15,84.0,76,12.16,1435.6,1485.0,0.0,1,0.973,0.052,0.058,0.16,4.996,0.045,Low,Low
GC-LAP-09316,29,M,Trading,9,2,682.0,1,2,90.0,184.0,0.1399,210.8,84.4,5.51,20.9,222.1,53.0,169.1,0.314,2.02,18.0,52,28.39,220.6,242.6,0.0,0,1.046,0.427,0.532,0.3154,0.233,0.906,Medium,Medium
GC-LAP-09317,39,M,Trading,7,1,779.0,3,0,65.3,414.0,0.2232,368.3,56.0,15.95,71.3,640.0,325.9,314.1,1.037,1.81,63.0,47,11.96,376.9,298.0,0.0,0,1.023,0.177,0.208,0.1832,1.092,0.384,Low,Low
GC-LAP-09318,34,M,Retail,15,1,649.0,2,0,127.4,267.3,0.2895,337.0,51.7,13.22,61.1,473.0,221.5,251.5,0.881,1.08,44.0,40,9.79,294.0,238.5,0.0,0,0.872,0.378,0.506,0.0768,0.479,0.497,Medium-Low,Low
GC-LAP-09319,38,M,Logistics,10,2,657.0,1,2,204.2,704.1,0.1128,788.1,47.2,27.28,232.8,1128.5,861.4,267.1,3.225,1.96,68.0,72,31.36,519.8,465.3,1.0,0,0.66,0.259,0.765,0.1536,1.14,0.152,Medium,Medium
GC-LAP-09320,33,M,Retail,11,2,685.0,3,0,334.4,280.2,0.109,293.1,64.9,17.11,51.6,91.2,42.4,48.9,0.868,1.85,53.0,71,20.65,350.5,303.9,0.0,0,1.196,1.141,6.845,0.0618,0.154,1.282,Medium,Medium
GC-LAP-09321,38,F,Retail,15,2,678.0,1,0,75.3,634.3,0.518,725.3,61.0,20.91,181.7,864.6,702.7,161.9,4.342,2.33,68.0,48,97.62,450.0,494.0,1.0,0,0.62,0.104,0.465,1.2964,2.413,0.093,Low,Low
GC-LAP-09322,38,M,Food_Processing,9,1,759.0,4,0,70.1,151.6,0.2313,132.9,72.1,17.65,26.3,129.9,74.7,55.1,1.356,,57.0,52,23.58,130.8,109.8,3.0,0,0.984,0.527,1.271,0.3364,0.375,1.296,Medium,Medium
GC-LAP-09323,42,M,Retail,20,1,699.0,1,0,171.9,270.4,0.1405,256.0,41.0,34.27,97.0,223.7,111.8,111.9,0.999,1.29,85.0,41,7.97,138.6,101.3,3.0,1,0.541,0.672,1.536,0.0464,0.564,0.317,Medium,Medium
GC-LAP-09324,29,M,Logistics,7,1,780.0,1,0,102.4,241.9,0.1986,272.4,51.5,31.06,90.9,215.0,123.8,91.2,1.357,1.24,109.0,71,26.2,317.8,300.7,0.0,0,1.167,0.376,1.122,0.2559,0.887,0.228,Medium-Low,Low
GC-LAP-09325,30,M,Retail,19,1,671.0,2,1,115.5,705.5,0.2856,619.1,52.9,39.86,265.0,421.0,124.8,296.2,0.422,1.54,89.0,48,51.01,399.7,329.7,0.0,0,0.646,0.187,0.39,0.4416,2.295,0.108,Low,Low
GC-LAP-09326,44,F,Construction,5,3,771.0,3,0,101.2,149.8,0.1567,157.0,58.7,13.95,26.5,265.9,107.1,158.8,0.674,1.48,24.0,51,45.09,165.5,131.4,0.0,0,1.054,0.644,0.637,0.4456,0.262,1.229,Medium-High,High
GC-LAP-09327,35,M,Construction,12,2,650.0,3,0,141.5,216.2,0.1409,308.1,55.4,28.53,108.5,288.3,61.3,227.0,0.27,0.72,73.0,8,20.36,247.5,216.5,0.0,0,0.803,0.459,0.623,0.1439,0.766,0.354,Low,Low
GC-LAP-09328,50,M,Textiles,6,1,756.0,4,2,163.4,262.2,0.3785,313.8,65.6,20.8,66.8,454.7,242.7,212.0,1.145,2.34,19.0,61,31.89,210.4,196.4,1.0,0,0.67,0.521,0.771,0.1952,0.409,0.711,Medium-High,High
GC-LAP-09329,43,M,Construction,15,1,690.0,0,1,119.4,80.7,0.2257,84.8,83.7,8.91,13.4,52.5,21.2,31.3,0.68,1.24,72.0,74,13.0,129.7,107.9,0.0,0,1.529,1.408,3.82,0.1089,0.112,1.284,Medium-Low,Low
GC-LAP-09330,46,F,Retail,7,3,773.0,4,0,78.0,242.7,0.1665,208.7,42.8,32.86,69.6,62.6,16.1,46.6,0.345,1.63,147.0,56,43.55,163.2,174.6,0.0,0,0.782,0.374,1.675,0.5583,0.893,0.506,Low,Low
GC-LAP-09331,53,M,Trading,11,2,573.0,2,0,223.8,318.5,0.1535,368.4,51.3,29.24,120.8,469.7,23.5,446.2,0.053,0.79,38.0,73,10.24,264.4,241.6,0.0,2,0.718,0.607,0.502,0.0458,0.54,0.366,Medium-High,High
GC-LAP-09332,39,M,Food_Processing,6,2,673.0,4,0,109.3,893.6,0.2099,954.5,48.2,24.92,285.3,357.5,69.4,288.1,0.241,2.1,55.0,99,32.83,957.8,934.0,0.0,1,1.003,0.115,0.379,0.3004,2.611,0.139,Low,Low
GC-LAP-09333,37,M,Trading,14,2,,2,1,281.9,239.6,0.3572,278.4,50.3,32.26,99.3,325.3,174.5,150.8,1.157,1.1,69.0,84,10.85,355.3,305.3,3.0,2,1.276,1.013,1.869,0.0385,0.352,0.53,High,High
GC-LAP-09334,48,M,Manufacturing,6,1,707.0,3,0,64.0,272.3,0.4373,290.8,82.8,3.61,30.3,191.9,75.5,116.4,0.648,1.62,102.0,25,71.07,336.0,323.6,0.0,1,1.156,0.22,0.55,1.1105,0.473,0.899,Medium-Low,Low
GC-LAP-09335,46,M,Retail,18,3,617.0,2,0,89.2,201.3,0.3306,221.3,78.6,13.62,34.0,199.1,107.5,91.6,1.174,1.11,98.0,52,6.08,294.4,279.2,0.0,0,1.33,0.403,0.974,0.0682,0.382,0.73,Medium,Medium
GC-LAP-09336,40,M,Trading,5,1,677.0,2,0,52.0,213.3,0.1892,222.3,50.5,30.95,73.0,413.3,70.5,342.8,0.206,1.67,13.0,78,2.54,228.1,206.2,3.0,0,1.026,0.234,0.152,0.0488,1.403,0.267,Medium-Low,Low
GC-LAP-09337,53,M,Manufacturing,3,2,743.0,4,0,183.6,242.3,0.5563,313.8,52.9,16.77,61.3,454.4,119.6,334.8,0.357,1.64,67.0,47,11.99,296.6,267.6,2.0,0,0.945,0.585,0.548,0.0653,0.334,0.822,Medium,Medium
GC-LAP-09338,40,M,Trading,14,1,671.0,1,1,154.0,279.8,0.1552,301.4,27.4,27.44,103.5,260.8,34.4,226.3,0.152,1.25,120.0,72,10.11,331.4,363.9,2.0,0,1.1,0.511,0.68,0.0656,0.672,0.272,Low,Low
GC-LAP-09339,42,F,Manufacturing,7,1,789.0,0,1,167.5,376.2,0.306,410.4,59.9,18.73,90.7,589.3,421.4,168.0,2.509,0.71,35.0,33,28.35,367.7,382.8,1.0,2,0.896,0.408,0.997,0.1693,0.541,0.266,Medium,Medium
GC-LAP-09340,42,M,Manufacturing,9,3,785.0,2,0,96.4,457.8,0.2006,461.0,50.0,25.33,137.6,570.0,304.2,265.8,1.145,,84.0,45,8.93,367.2,395.7,0.0,2,0.797,0.209,0.363,0.0926,1.428,0.188,Low,Low
GC-LAP-09341,34,M,Services,8,2,760.0,0,0,190.9,227.9,0.0481,191.2,53.6,22.14,43.3,244.3,84.6,159.7,0.53,1.16,46.0,26,14.45,298.0,260.4,2.0,0,1.559,0.999,1.195,0.0757,0.227,0.635,Medium-Low,Low
GC-LAP-09342,42,M,Textiles,3,1,781.0,4,0,167.5,346.5,0.1894,446.9,63.2,17.72,111.0,369.3,74.1,295.2,0.251,2.24,40.0,56,23.98,395.8,375.5,2.0,0,0.886,0.375,0.567,0.1432,0.663,0.434,Low,Low
GC-LAP-09343,53,M,Trading,9,2,689.0,0,0,86.6,217.8,0.0726,216.0,56.3,27.77,64.8,151.1,66.4,84.7,0.784,0.78,99.0,83,11.66,235.3,222.7,1.0,0,1.089,0.401,1.022,0.1346,0.748,0.192,Low,Low
GC-LAP-09344,45,M,Services,16,1,809.0,3,1,378.8,179.6,0.2701,204.2,52.8,26.37,57.6,258.8,27.5,231.2,0.119,2.22,125.0,46,15.68,162.2,170.0,1.0,1,0.794,1.855,1.638,0.0414,0.152,1.26,Low,Low
GC-LAP-09345,42,M,Retail,15,3,784.0,1,0,122.4,697.1,0.0982,857.6,71.4,7.45,83.2,696.8,381.1,315.7,1.207,2.26,65.0,43,44.31,657.7,530.1,2.0,0,0.767,0.143,0.388,0.362,0.68,0.284,Low,Low
GC-LAP-09346,40,M,Trading,11,2,712.0,3,0,135.1,300.2,0.2034,308.8,65.0,16.24,61.5,284.0,113.3,170.8,0.663,2.14,106.0,108,112.24,287.5,270.5,0.0,0,0.931,0.437,0.791,0.8308,0.455,0.609,Low,Low
GC-LAP-09347,44,M,Construction,15,1,622.0,5,0,203.8,202.2,0.1983,258.2,77.0,14.43,39.7,224.9,158.1,66.8,2.368,1.83,68.0,83,21.46,224.9,161.0,0.0,0,0.871,0.789,3.052,0.1053,0.195,1.496,Medium,Medium
GC-LAP-09348,47,M,Trading,4,1,577.0,3,0,76.2,360.7,0.0651,344.7,50.1,22.37,82.7,513.1,273.0,240.2,1.137,0.69,107.0,73,15.2,279.4,257.0,0.0,0,0.811,0.221,0.317,0.1995,1.086,0.35,Medium,Medium
GC-LAP-09349,46,M,Construction,8,1,779.0,3,0,119.1,642.0,0.0766,486.1,77.6,16.39,96.8,476.9,177.7,299.2,0.594,1.67,56.0,70,33.05,474.0,486.8,,0,0.975,0.245,0.398,0.2775,0.813,0.363,Low,Low
GC-LAP-09350,39,M,Trading,11,2,623.0,1,1,79.6,201.2,0.093,188.3,79.9,14.39,29.3,157.4,7.9,149.6,0.053,1.29,117.0,100,26.59,135.8,116.4,0.0,1,0.721,0.423,0.532,0.334,0.368,0.596,Medium,Medium
GC-LAP-09351,44,M,Logistics,9,1,664.0,2,0,57.7,388.5,0.2343,427.8,55.4,22.0,104.8,790.2,613.6,176.6,3.475,1.15,108.0,114,33.96,378.3,294.8,0.0,1,0.884,0.135,0.327,0.5886,1.816,0.194,High,High
GC-LAP-09352,45,M,Manufacturing,8,1,748.0,1,1,165.8,442.0,0.2199,470.0,50.7,17.82,97.2,649.8,258.8,391.1,0.662,1.14,16.0,66,11.24,336.6,329.0,0.0,0,0.716,0.353,0.424,0.0678,0.586,0.307,Low,Low
GC-LAP-09353,33,M,Services,3,3,642.0,2,1,25.0,337.9,0.1791,380.6,60.8,21.51,98.9,439.3,244.4,194.9,1.254,1.63,89.0,88,7.63,365.7,274.7,0.0,0,0.961,0.066,0.128,0.3052,3.957,0.158,Low,Low
GC-LAP-09354,43,M,Trading,1,1,866.0,1,0,47.7,298.7,0.2706,292.2,54.7,31.62,100.3,611.1,271.7,339.4,0.8,1.91,97.0,105,7.9,230.4,225.9,0.0,1,0.788,0.163,0.141,0.1656,2.103,0.128,Low,Low
GC-LAP-09355,25,M,Services,14,1,734.0,2,0,188.4,1070.1,0.2219,749.1,85.1,7.58,71.1,1154.8,577.5,577.3,1.0,1.42,95.0,60,71.5,531.1,453.5,3.0,0,0.709,0.252,0.326,0.3795,0.377,0.55,Medium-Low,Low
GC-LAP-09356,45,M,Trading,11,1,808.0,2,0,48.3,236.4,0.253,256.3,61.7,14.81,46.9,352.2,102.3,249.9,0.409,1.22,10.0,59,24.41,269.5,257.5,0.0,0,1.052,0.188,0.193,0.5054,0.971,0.404,Low,Low
GC-LAP-09357,47,M,Trading,14,1,782.0,2,0,83.5,287.0,0.2408,317.1,64.9,15.54,55.7,447.0,122.6,324.4,0.378,1.32,83.0,41,19.67,342.7,343.1,1.0,0,1.081,0.263,0.257,0.2356,0.667,0.431,Low,Low
GC-LAP-09358,47,M,Trading,7,2,567.0,1,0,140.2,224.1,0.3181,246.7,70.1,13.84,44.1,251.5,40.4,211.1,0.191,1.2,55.0,16,11.76,245.2,249.4,2.0,0,0.994,0.568,0.664,0.0839,0.315,0.594,Medium,Medium
GC-LAP-09359,38,M,Manufacturing,6,2,764.0,3,0,162.5,392.8,0.0995,394.1,66.9,19.98,84.7,536.9,305.8,231.1,1.323,1.43,50.0,40,16.08,369.6,404.2,0.0,0,0.938,0.412,0.703,0.099,0.521,0.489,Medium-Low,Low
GC-LAP-09360,44,F,Retail,10,1,719.0,1,0,163.0,98.5,0.4306,105.7,44.7,44.79,50.3,113.7,75.1,38.6,1.946,1.22,75.0,73,,105.5,101.0,2.0,1,0.998,1.542,4.223,0.336,0.308,0.586,Low,Low
GC-LAP-09361,53,M,Trading,14,1,716.0,2,0,180.1,642.1,0.1334,679.4,58.9,12.96,111.8,828.9,672.3,156.6,4.293,0.81,49.0,65,28.39,645.4,666.6,0.0,1,0.95,0.265,1.15,0.1576,0.621,0.339,Medium-Low,Low
GC-LAP-09362,53,M,Retail,8,1,718.0,1,0,63.4,119.4,0.338,126.4,68.5,13.07,20.7,148.9,45.7,103.2,0.443,0.69,10.0,69,21.26,185.6,165.7,0.0,0,1.468,0.501,0.614,0.3353,0.327,0.729,Medium,Medium
GC-LAP-09363,41,M,Services,14,1,783.0,2,2,162.8,405.3,0.4004,468.1,69.5,14.33,78.8,447.3,162.1,285.2,0.568,1.63,44.0,82,8.09,477.0,498.8,1.0,1,1.019,0.348,0.571,0.0497,0.484,0.45,Medium,Medium
GC-LAP-09364,43,M,Manufacturing,4,1,818.0,1,2,90.3,199.4,0.0884,163.5,40.1,33.2,,157.4,88.7,68.6,1.293,1.75,80.0,70,27.1,153.0,155.5,0.0,0,0.936,0.552,1.316,0.3001,0.668,0.315,Medium-Low,Low
GC-LAP-09365,50,M,Manufacturing,9,1,648.0,1,0,24.1,927.0,0.2326,936.6,64.6,28.73,329.6,1029.6,500.2,529.4,0.945,1.36,124.0,78,5.15,912.1,784.9,1.0,0,0.974,0.026,0.046,0.2137,13.678,0.029,Medium,Medium
GC-LAP-09366,29,M,Textiles,9,1,724.0,3,0,321.4,368.2,0.2096,414.1,58.4,6.74,40.6,644.4,289.3,355.1,0.815,1.92,60.0,81,32.57,478.3,457.1,0.0,0,1.155,0.776,0.905,0.1013,0.126,1.584,Medium-Low,Low
GC-LAP-09367,39,M,Services,16,2,804.0,0,0,91.8,57.0,0.1637,53.3,62.0,15.27,9.2,116.0,51.9,64.1,0.809,1.17,79.0,20,17.6,51.4,46.8,0.0,1,0.965,1.723,1.432,0.1917,0.101,1.431,Medium-Low,Low
GC-LAP-09368,52,F,Manufacturing,11,1,707.0,1,0,120.1,256.0,0.3349,263.0,66.5,10.85,33.1,295.5,103.6,191.9,0.54,1.95,93.0,48,8.2,213.5,225.0,0.0,0,0.812,0.457,0.626,0.0683,0.276,0.703,Medium-Low,Low
GC-LAP-09369,49,M,Construction,18,2,732.0,4,0,74.0,406.6,0.2007,344.3,65.7,17.87,72.0,383.4,179.6,203.9,0.881,2.24,99.0,41,2.23,367.3,390.5,0.0,1,1.067,0.215,0.363,0.0301,0.973,0.481,Low,Low
GC-LAP-09370,44,M,Retail,3,1,733.0,2,0,164.3,243.9,0.245,194.3,62.8,22.2,48.4,245.4,134.5,110.9,1.212,1.19,57.0,46,3.04,191.7,157.8,0.0,0,0.987,0.846,1.482,0.0185,0.294,0.737,Medium-High,High
GC-LAP-09371,29,M,Trading,10,2,846.0,0,0,93.4,146.9,0.0336,112.4,57.1,23.71,32.1,90.7,4.5,86.2,0.053,2.03,68.0,90,7.65,75.5,79.0,3.0,0,0.671,0.831,1.084,0.0819,0.343,0.419,Low,Low
GC-LAP-09372,41,M,Services,10,2,764.0,3,0,76.0,47.4,0.1788,50.6,37.5,41.22,21.1,48.1,17.2,30.9,0.557,1.82,10.0,40,23.81,36.7,33.2,0.0,1,0.726,1.502,2.46,0.3133,0.278,1.371,Medium,Medium
GC-LAP-09373,37,M,Trading,13,2,844.0,3,1,544.5,1162.7,0.2536,1111.4,48.4,41.02,503.9,776.2,585.0,191.1,3.061,0.89,92.0,76,6.93,948.3,946.0,0.0,0,0.853,0.49,2.849,0.0127,0.925,0.191,Medium-Low,Low
GC-LAP-09374,44,M,Manufacturing,5,1,824.0,2,0,22.0,1929.4,0.1401,2075.0,51.2,37.06,855.5,2212.1,1272.8,939.3,1.355,1.59,26.0,46,6.97,2444.9,2323.5,0.0,0,1.178,0.011,0.023,0.3168,38.888,0.018,Low,Low
GC-LAP-09375,35,F,Trading,18,1,706.0,1,1,87.3,144.7,0.2362,181.7,57.9,26.67,49.7,240.4,74.2,166.2,0.446,1.22,91.0,57,34.53,193.4,156.2,0.0,0,1.064,0.481,0.525,0.3955,0.57,0.373,Low,Low
GC-LAP-09376,33,M,Retail,10,2,738.0,2,0,134.6,356.9,0.1568,358.2,44.2,24.52,104.6,584.6,282.6,302.0,0.936,1.37,51.0,90,35.96,377.1,369.9,0.0,0,1.053,0.376,0.446,0.2672,0.777,0.3,Low,Low
GC-LAP-09377,25,M,Services,4,1,843.0,0,0,58.4,216.2,0.3146,240.2,53.8,24.28,59.5,290.6,164.2,126.4,1.3,1.34,97.0,102,32.09,256.1,196.8,3.0,0,1.066,0.243,0.462,0.5495,1.019,0.141,Low,Low
GC-LAP-09378,51,M,Trading,9,1,651.0,1,0,76.1,605.3,0.1998,514.4,71.8,11.55,62.0,504.1,225.6,278.5,0.81,1.85,95.0,56,10.8,513.1,515.3,3.0,0,0.997,0.148,0.273,0.1419,0.814,0.274,Medium-Low,Low
GC-LAP-09379,38,M,Trading,8,3,765.0,2,0,138.6,244.9,0.0719,215.6,79.8,11.72,30.2,313.1,253.9,59.2,4.291,1.25,23.0,62,9.53,193.3,169.3,0.0,1,0.897,0.643,2.343,0.0688,0.218,1.057,Medium,Medium
GC-LAP-09380,43,M,Services,23,2,766.0,1,0,26.0,242.0,0.2199,169.4,54.7,32.53,57.5,108.4,18.4,90.0,0.205,1.68,80.0,84,51.25,95.5,88.3,0.0,2,0.564,0.153,0.289,1.9712,2.212,0.169,Low,Low
GC-LAP-09381,41,M,Trading,15,2,703.0,1,1,290.6,118.6,0.1639,98.5,42.8,35.25,36.5,112.3,43.1,69.2,0.624,0.51,40.0,59,8.84,131.2,95.4,3.0,0,1.332,2.949,4.202,0.0304,0.126,1.31,Medium-High,High
GC-LAP-09382,33,M,Services,10,1,697.0,0,1,133.7,176.3,0.2619,162.7,54.5,23.44,43.9,228.3,100.8,127.4,0.791,1.75,74.0,45,11.15,175.7,143.7,1.0,0,1.08,0.822,1.049,0.0834,0.328,0.439,Medium,Medium
GC-LAP-09383,31,M,Manufacturing,9,1,705.0,2,0,130.8,555.1,0.3112,549.2,67.0,16.83,115.5,700.2,267.8,432.4,0.619,2.01,94.0,52,12.16,476.9,457.7,0.0,1,0.868,0.238,0.303,0.093,0.883,0.267,Low,Low
GC-LAP-09384,33,F,Retail,14,2,762.0,6,0,118.0,455.8,0.136,433.0,43.4,31.94,153.7,312.7,108.5,204.2,0.531,1.67,61.0,66,19.07,447.6,355.1,0.0,0,1.034,0.272,0.578,0.1616,1.303,0.345,Low,Low
GC-LAP-09385,36,M,Manufacturing,14,2,808.0,4,0,83.9,273.5,0.2784,273.9,58.0,27.36,89.0,317.3,94.8,222.5,0.426,2.12,15.0,49,9.89,195.2,208.7,0.0,0,0.713,0.306,0.377,0.1179,1.061,0.405,Low,Low
GC-LAP-09386,44,M,Construction,1,1,764.0,0,1,99.6,782.5,0.1191,861.9,58.2,21.47,234.5,258.6,223.9,34.7,6.458,1.28,10.0,30,18.7,1111.9,1183.8,3.0,0,1.29,0.116,2.873,0.1878,2.354,0.061,Medium,Medium
GC-LAP-09387,35,M,Trading,13,2,644.0,2,1,127.6,123.7,0.4681,115.2,49.6,22.15,27.6,146.7,67.5,79.2,0.853,1.03,,32,23.58,96.3,83.0,0.0,1,0.836,1.108,1.612,0.1848,0.216,1.102,High,High
GC-LAP-09388,55,M,Retail,10,2,810.0,2,0,85.8,134.8,0.4014,137.5,46.1,48.48,73.9,86.3,53.7,32.6,1.65,1.88,55.0,67,124.98,155.7,155.6,2.0,0,1.133,0.624,2.634,1.4566,0.862,0.329,Low,Low
GC-LAP-09389,50,M,Retail,3,1,791.0,2,0,95.1,266.5,0.3301,286.9,77.0,15.1,52.5,188.1,82.9,105.2,0.788,1.79,75.0,41,28.95,272.9,210.8,0.0,0,0.951,0.332,0.904,0.3044,0.553,0.489,Low,Low
GC-LAP-09390,48,M,Trading,14,2,705.0,0,0,153.3,601.0,0.1569,571.3,71.3,,134.0,704.3,447.3,257.0,1.74,1.35,32.0,75,20.5,511.8,458.9,0.0,0,0.896,0.268,0.596,0.1337,0.874,0.165,Low,Low
GC-LAP-09391,41,M,Construction,21,1,680.0,1,1,50.9,940.1,0.5192,928.8,63.7,16.74,185.2,1431.4,527.9,903.5,0.584,0.91,89.0,81,3.89,924.0,751.9,0.0,0,0.995,0.055,0.056,0.0764,3.638,0.072,Medium,Medium
GC-LAP-09392,54,M,Manufacturing,12,2,665.0,2,2,167.8,56.3,0.1528,62.5,55.8,22.16,16.0,41.0,31.6,9.4,3.37,2.27,50.0,28,27.41,69.2,65.3,0.0,1,1.108,2.687,17.893,0.1633,0.096,2.254,Medium-High,High
GC-LAP-09393,40,M,Manufacturing,15,1,784.0,4,0,492.1,189.7,0.108,246.8,80.7,8.72,27.5,180.8,37.6,143.2,0.262,1.1,89.0,79,12.38,168.1,174.5,0.0,0,0.681,1.994,3.437,0.0252,0.056,3.455,Medium-Low,Low
GC-LAP-09394,41,M,Food_Processing,19,2,607.0,1,2,401.8,729.7,0.3226,832.1,63.8,24.17,223.8,1087.4,423.1,664.2,0.637,1.24,73.0,79,24.83,673.3,633.1,0.0,1,0.809,0.483,0.605,0.0618,0.557,0.285,Medium,Medium
GC-LAP-09395,43,M,Manufacturing,5,1,785.0,3,0,143.2,116.8,0.3843,101.2,51.8,26.7,29.6,114.8,41.5,73.3,0.566,2.12,126.0,17,9.43,94.0,91.3,2.0,0,0.929,1.414,1.953,0.0659,0.207,1.305,Medium,Medium
